Node caption	Entailment Unit	EU_id					Node_check	Comments
The decor is depressing	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	The decor is depressing	1	No	0	0	
								
node pair #178:								
The decor is depressing	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	The decor is depressing	1	No	0	0	
								
node pair #179:								
The decor is depressing	1	->	train delays	1	No	0	0	
train delays	1	->	The decor is depressing	1	No	0	0	
								
node pair #180:								
The decor is depressing	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	The decor is depressing	1	No	0	0	
								
node pair #181:								
The decor is depressing	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	The decor is depressing	1	No	0	0	
								
node pair #182:								
The decor is depressing	1	->	rip off	1	No	0	0	
rip off	1	->	The decor is depressing	1	No	0	0	
								
node pair #183:								
The Quasigo train was very tatty	1	->	The Quasigo train was tatty	1	Yes	1	1	
The Quasigo train was tatty	1	->	The Quasigo train was very tatty	1	No	-1	0	
								
node pair #184:								
The Quasigo train was very tatty	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	The Quasigo train was very tatty	1	No	0	0	
								
node pair #185:								
The Quasigo train was very tatty	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	The Quasigo train was very tatty	1	No	0	0	
								
node pair #186:								
The Quasigo train was very tatty	1	->	train delays	1	No	0	0	
train delays	1	->	The Quasigo train was very tatty	1	No	0	0	
								
node pair #187:								
The Quasigo train was very tatty	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	The Quasigo train was very tatty	1	No	0	0	
								
node pair #188:								
The Quasigo train was very tatty	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	The Quasigo train was very tatty	1	No	0	0	
								
node pair #189:								
The Quasigo train was very tatty	1	->	rip off	1	No	0	0	
rip off	1	->	The Quasigo train was very tatty	1	No	0	0	
								
node pair #190:								
The Quasigo train was tatty	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	The Quasigo train was tatty	1	No	0	0	
								
node pair #191:								
The Quasigo train was tatty	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	The Quasigo train was tatty	1	No	0	0	
								
node pair #192:								
The Quasigo train was tatty	1	->	train delays	1	No	0	0	
train delays	1	->	The Quasigo train was tatty	1	No	0	0	
								
node pair #193:								
The Quasigo train was tatty	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	The Quasigo train was tatty	1	No	0	0	
								
node pair #194:								
The Quasigo train was tatty	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	The Quasigo train was tatty	1	No	0	0	
								
node pair #195:								
The Quasigo train was tatty	1	->	rip off	1	No	0	0	
rip off	1	->	The Quasigo train was tatty	1	No	0	0	
								
node pair #196:								
Cleaner interior	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	Cleaner interior	1	No	0	0	
								
node pair #197:								
Cleaner interior	1	->	train delays	1	No	0	0	
train delays	1	->	Cleaner interior	1	No	0	0	
								
node pair #198:								
Cleaner interior	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	Cleaner interior	1	No	0	0	
								
node pair #199:								
Cleaner interior	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	Cleaner interior	1	No	0	0	
								
node pair #200:								
Cleaner interior	1	->	rip off	1	No	0	0	
rip off	1	->	Cleaner interior	1	No	0	0	
								
node pair #201:								
train too often delays	1	->	train delays	1	Yes	1	0	
train delays	1	->	train too often delays	1	No	-1	0	
								
node pair #202:								
train too often delays	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	train too often delays	1	No	0	0	
								
node pair #203:								
train too often delays	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	train too often delays	1	No	0	0	
								
node pair #204:								
train too often delays	1	->	rip off	1	No	0	0	
rip off	1	->	train too often delays	1	No	0	0	
								
node pair #205:								
train delays	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	train delays	1	No	0	0	
								
node pair #206:								
train delays	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	train delays	1	No	0	0	
								
node pair #207:								
train delays	1	->	rip off	1	No	0	0	
rip off	1	->	train delays	1	No	0	0	
								
node pair #208:								
Complete rip off	2	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	Complete rip off	2	No	0	0	
								
node pair #209:								
Complete rip off	2	->	rip off	1	Yes	1	1	
rip off	1	->	Complete rip off	2	No	-1	0	
								
node pair #210:								
The Quasigo train was very dirty	1	->	rip off	1	No	0	0	
rip off	1	->	The Quasigo train was very dirty	1	No	0	0	
